_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Hostal Rias Bajas,"Si buscas un hotel pequeño económico en Madrid, no te pierdas Hostal Rias Bajas.
Para aquellos interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Hostal Rias Bajas se encuentra cerca de Malasaña (0,7 km) y Plaza Mayor (0,9 km).
Las habitaciones de Hostal Rias Bajas incluyen televisor de pantalla plana y aire acondicionado para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",No hay link,Hostal Rias Bajas,106 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Hotel de no fumadores"",""Habitación hipoalergénica"",""Aire acondicionado"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle San Bernardo 35 Planta 0 1 Izq., 28015 Madrid España"
Alojamiento Carrera,"El Alojamiento Carrera está situado en pleno centro histórico de Madrid, en una de las principales calles de la capital, Carrera de San Jerónimo.
Su privilegiada situación lo sitúa a menos de 15 minutos andando de los lugares de mayor interés de la ciudad: museos, edificios históricos, iglesias, teatros, cines, parques y monumentos, por lo que no se necesita el uso de ningún medio de transporte para descubrir el encanto de esta ciudad.",No hay link,Alojamiento Carrera,49 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Servicio de lavandería"",""Autoservicio de lavandería"",""Aire acondicionado""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Carrera de San Jeronimo 30 3ª planta, 28014 Madrid España"
Hostal Ana Belen,"Hostal Ana Belen es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente para familias, además de numerosos servicios diseñados para mejorar tu estancia.
Para aquellos interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Hostal Ana Belen se encuentra cerca de Plaza de Santa Ana (0,3 km) y Plaza Mayor (0,4 km).
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y mesa de escritorio, y podrás estar conectado durante tu estancia, ya que Hostal Ana Belen ofrece wifi gratuito a los huéspedes.",No hay link,Hostal Ana Belen,90 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle Espoz y Mina 2 y Planta 4 Puerta 1 Puerta del Sol, 28012 Madrid España"
Hostal JQ Madrid 1,"Nos quedamos por 4 días por ahí en un apartamento. Es muy céntrico, hay de todo al rededores, bares, cafés, boates, restaurante, parque..... Hemos alquilado un apartamento para un hombre está muy bien todo, pero para una mujer era algo un poco sucio, había una cucaracha en la habitación, pero es que en febrero no era verano todavía. Faltaba algunas cosaa en el apartamento como tabla para cortar la comida y pañuelos para limpiar los platos, pero en general estaba bien.",No hay link,Hostal JQ Madrid 1,54 €,"3,5","[""Internet gratuito"",""Internet"",""Máquina expendedora"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Cruz 33, 28012 Madrid España"
Arizonica,"Apartamento muy acogedor y en pleno centro. Parada de metro en la puerta. La cocina está totalmente equipada y el resto de la estancia es muy acogedora. Tiene mucha luz y, a pesar de dar a la calle, no se oye ni un ruido. Repetiré sin duda.",No hay link,Arizonica,137 €,"4,5",[],[],"Calle de San Bernardo 41, 28015 Madrid España"
Hostal Rio Parana,"Hostal Rio Parana es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente para familias, además de numerosos servicios diseñados para mejorar tu estancia.
Para aquellos que estén interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Hostal Rio Parana se encuentra cerca de Plaza de Santa Ana (0,2 km) y Sobrino de Botín (0,5 km).
Las habitaciones de los huéspedes ofrecen servicios como televisor de pantalla plana y aire acondicionado, y los huéspedes pueden permanecer conectados con wifi gratuito que ofrece el hotel pequeño.",No hay link,Hostal Rio Parana,70 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Aire acondicionado"",""Teléfono"",""Televisor de pantalla plana"",""Bañera/ducha""]",[],"Calle Espoz y Mina 5, 28012 Madrid España"
Hostal Moncloa Madrid,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hostal Moncloa Madrid es una magnífica elección para descansar. Conocido por su ambiente económico y su proximidad a fantásticos restaurantes y atracciones, Hostal Moncloa Madrid te ayuda a disfrutar de lo mejor de Madrid.
Las habitaciones de los huéspedes ofrecen servicios como televisor de pantalla plana, aire acondicionado y mesa de escritorio, y los huéspedes pueden permanecer conectados con wifi gratuito que ofrece la casa de huéspedes.",No hay link,Hostal Moncloa Madrid,60 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Máquina expendedora"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Salón compartido/sala de televisión"",""Recepción 24 horas"",""Registro privado de entrada y salida"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]",[],"Calle Hilarion Eslava 16, 28015 Madrid España"
Hostal Adria Santa Ana,"La recepción de ESTE Hostal queda a 2 cuadras en otro Hostal. Las habitaciones estan en un 4to piso SIN ascensor; hay que subir y bajar las maletas. Con niños y coche peor, MUY incomodo. Habitaciones muy pequeñas, sin shampoo o balsamo. NO hay hervidor para tener agua caliente o hacer mamaderas. Solo un día aseo profundo. No volvería ni recomendaría. NO para familias.",No hay link,Hostal Adria Santa Ana,100 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Teléfono"",""Caja fuerte para portátiles"",""Frigorífico"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Nunez de Arce 15, 28012 Madrid España"
Apartamentos Las Torres,Los apartamentos están genial todo nuevo y con mucho gusto. La cocina muy bien amueblada el horno microondas me pareció complicado utilizar pero el resto muy bien. Muy tranquilo el lugar sin ruido y las camas muy cómodas. Bien situado si vas a las torres o la Paz. Muy recomendable,No hay link,Apartamentos Las Torres,146 €,"5,0",[],[],"Calle del Marqués de Encinares 5, 28029 Madrid España"
Hostal El Pasaje,"UN PASEO POR LA HISTORIA DE MADRID El Hostal El Pasaje se presenta a como el alojamiento perfecto para aquellos que buscan comenzar a recorrer Madrid desde su mismo centro neurálgico. Situado a pocos minutos de la Plaza del Sol, este acogedor hostal se encuentra rodeado de puntos de interés turístico que combinan arte, tradición y ocio a la madrileña. El conocido Paseo del Arte, una zona que reúne más de 4.000 obras de arte, palacios, jardines y fuentes, se encuentra a pocos minutos del alojamiento. Una ubicación con miles de posibilidades, casi tantas como las que Madrid ofrece a quien la visita.",No hay link,Hostal El Pasaje,71 €,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Se admiten mascotas"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Pozo 4 Puerta del Sol, 28012 Madrid España"
Plaza Mayor Suites & Apartments,"Me encanto. Un departamento muy cómodo, nuevo y decorado con buen gusto. El personal es muy atento y la localización muy céntrica pero sin ruidos de la calle. Tener un supermercado cerca es un plus también. Lo que se echa de menos es algunas cosas básicas de la cocina (aceite, sal..) unas almohadas más gruesas y un armario para la ropa más cómodo de usar.",No hay link,Plaza Mayor Suites & Apartments,116 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Autoservicio de lavandería"",""Aire acondicionado"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de Salvador 4, 28012 Madrid España"
Fly Rooms Madrid Airport,No disponible,No hay link,Fly Rooms Madrid Airport,110 €,"5,0",[],[],"Calle Jerez de los Caballeros 2 Barajas, 28042 Madrid España"
Hostal Miralva,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hostal Miralva es una magnífica elección para descansar. Conocido por su ambiente económico y su proximidad a fantásticos restaurantes y atracciones, Hostal Miralva te ayuda a disfrutar de lo mejor de Madrid.
Para que te sientas como en casa, las habitaciones en el hotel incluyen minibar, y mantenerte conectado es fácil, ya que hay wifi gratuito disponible.",No hay link,Hostal Miralva,65 €,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Conserje""]",[],"Valverde 32, 1st fl, left, 28004 Madrid España"
Hostal Castilla I,HOSTAL EN EL VERDADERO CENTRO DE MADRID,No hay link,Hostal Castilla I,115 €,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Máquina expendedora"",""Servicio de traslado en autobús"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Recepción 24 horas"",""Registro de entrada y salida exprés"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Zona de asientos"",""Cafetera/tetera"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Atocha 43, 2, 28012 Madrid España"
Hostal Don Alfonso,"El hostal Don Alfonso en un acogedor establecimiento situado en pleno centro de Madrid, a unos 100 metros de la popular Puerta del Sol. Le ofrecemos una estancia confortable y de calidad en un ambiente tranquilo. Disponemos de habitaciones exteriores más luminosas e interiores más tranquilas. En la recepción abierta 24 horas, le ofrecemos además información turística.",No hay link,Hostal Don Alfonso,93 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Plaza de Celenque, 1, 28013 Madrid España"
Hostal Centro Sol,"El Hostal está situado en pleno centro de Madrid muy cerca de la Puerta del Sol - zona turística, comercial y de ocio. El Palacio Real, la Catedral de La Almudena, la Plaza Mayor y los Museos del Prado, Reina Sofía y Thyssen, están a unos 10-15 minutos caminando. En nuestro Hostal encontrará habitaciones muy confortables, pensadas para ofrecer la máxima calidad y confort a nuestros clientes. Todas las habitaciones tienen baño completo con secador y amenities. Equipadas con televisión de pantalla plana, aire acondicionado y calefacción. También puede disfrutar de internet gratuito en su habitación. Puede contar con la ayuda del personal del Hostal, dispuesto a darle la información que necesite para que su estancia sea lo más agradable posible. También le ayudaremos a contratar excursiones por los sitios más emblemáticos de Madrid y de sus alrededores, así como el bus turístico en el que recorrerá las zonas más importantes de Madrid. El Hostal Centro Sol intentará que su estancia en Madrid sea lo más agradable posible.",null,Hostal Centro Sol,86 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Prensa"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Servicio de lavandería"",""Servicio de planchado"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Hervidor eléctrico"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]","Carrera de San Jerónimo, 5 Piso 2º, 28014 Madrid España"
Hostal Dulcinea,"Hostal Dulcinea es una magnífica elección para viajeros que vayan a Madrid, ya que ofrece un ambiente económico además de numerosos servicios diseñados para mejorar su estancia.
Las habitaciones de Hostal Dulcinea ofrecen aire acondicionado, y los huéspedes pueden estar conectados con wifi gratuito.
Además, durante la estancia en Hostal Dulcinea los huéspedes tienen acceso a recepción abierta 24 horas.",No hay link,Hostal Dulcinea,79 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle Cervantes 19, 28014 Madrid España"
The Match Madrid,"El The Match Madrid se encuentra en Madrid, a 1,4 km del estadio Santiago Bernabéu, y ofrece habitaciones con conexión WiFi gratuita. El establecimiento se encuentra a unos 500 metros del Paseo de la Castellana y a 3,3 km del templo de Debod.",No hay link,The Match Madrid,73 €,"3,5",[],[],"Calle de Alonso Cano 60, 28003 Madrid España"
