descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion,lat,long
"Hotel Emperador Madrid se encuentra perfectamente localizado en la céntrica Gran Vía de Madrid, a pocos minutos de las principales atracciones turísticas de la capital. Ofrece 232 habitaciones, salones de reunión y una excelente azotea con terraza y piscina de verano. Otros servicios del hotel: gimnasio, tienda de souvenirs, peluquería, sauna y servicio de aparcacoches, entre otros.",No hay link,Emperador Hotel Madrid,154 €,"4,0","[""Servicio de aparcacoches"",""Internet gratuito"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Equipamiento para sala VIP"",""Minibar"",""Televisor de pantalla plana"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Gran Vía, 53, 28013, Madrid",40.47083205,-3.871344282431271
"Hotel Francisco I es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente con encanto, además de numerosos servicios diseñados para mejorar tu estancia.
Los puntos de referencia que hay por los alrededores, como Sobrino de Botín (0,4 km) y La Latina (0,6 km) hacen de Hotel Francisco I un magnífico sitio donde alojarse en Madrid.",No hay link,Hotel Francisco I,168 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de coches"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Lavado en seco"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites""]","Calle del Arenal, 15, 28013, Madrid",40.4173926,-3.7073825
"Convenientemente situado en el Barrio de las Letras, Artistic B&B está a un paso de los principales atractivos turísticos de Madrid, como la Plaza Mayor, la Puerta del Sol, el museo del Prado, el museo Reina Sofia, el museo Thyssen, el mercadillo del Rastro, y muchos otros!
Nuestro Bed & Breakfast está en la tercera planta de un edificio histórico del siglo 19. Ha sido renovado y acondicionado en agosto de 2011 con un estilo rústico-mediterráneo, que le otorga un carácter único, cálido y acogedor, a la vez que está adaptado para ofrecer las comodidades modernas.",,Artistic B&B,92 €,"5,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Armario"",""Perchero para la ropa"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Calle de Lope de Vega, 11, 28014, Madrid",40.4139762,-3.698188858809994
"The Principal Madrid Hotel es mucho más que un moderno hotel boutique de lujo. Su situación en el centro de Madrid, su exclusivo acceso, la elegancia de sus 76 habitaciones, la espectacular Terraza que es posiblemente el mejor mirador de Madrid. La localización es el centro de Madrid. El hotel está en Gran Via, 2 (entrada por Marqués de Valdeiglesias, 1).",No hay link,The Principal Madrid,268 €,"5,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Guardería"",""Canales de televisión infantiles"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Minibar"",""TV por cable o satélite"",""Artículos de aseo gratuitos de cortesía"",""Suite nupcial""]","[""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Suites""]","Calle Marqués de Valdeiglesias, 1, 28004, Madrid",40.3632898,-4.3974533
"A escasos metros de la mítica Plaza Santa Ana se localiza Room Mate Alba, un cálido hotel en el céntrico barrio madrileño de las letras, que te hará suspirar con su diseño cuidado hasta el último detalle y sus acogedoras habitaciones.
Si eres de los que valoran el tiempo y buscan aprovechar al máximo los días por Madrid, Room Mate Alba tiene una localización magnífica en la calle de las Huertas, una de las vías peatonales más importantes del centro de Madrid que se caracteriza por los emblemáticos fragmentos literarios plasmados a lo largo de su recorrido. A su alrededor existe una amplia oferta gastronómica y cultural: al lado del famoso Triángulo del Arte formado por el Museo del Prado, el Museo Thyssen y el Museo Reina Sofía. Y no te preocupes por tu obligada visita a la Puerta del Sol, calle Gran Vía y Plaza Mayor, están a solo 5 minutos andando.",No hay link,Room Mate Alba,199 €,"5,0","[""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Salas de reuniones"",""Conserje"",""Hotel de no fumadores"",""Lavado en seco"",""Servicio de lavandería"",""Aire acondicionado"",""Minibar""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de las Huertas, 16, 28012, Madrid",40.41375005,-3.7003230359859165
"Hotel Mayorazgo… más Madrid
El Mayorazgo es un hotel temático madrileño, que le hará sentir que está en Madrid en todo momento. Ubicado en la Gran Vía, corazón de Madrid, centro histórico, cultural, de compras y ocio. Gracias a su privilegiada localización, podrá conocer lugares emblemáticos como la Plaza de España, la Puerta del Sol, la Plaza Mayor, el Palacio Real o el Madrid de los Austrias, así como el Triangulo el Arte: el Museo del Prado, el Museo Reina Sofía y el Museo Thyssen-Bornemisza.",No hay link,Hotel Mayorazgo,116 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Canales de televisión infantiles"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Terraza en el ático"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Flor Baja, 3, 28013, Madrid",40.4220833,-3.7095924
"El Hotel Maydrit, inaugurado en el verano de 2008, es un moderno y funcional hotel de 4 estrellas, situado estratégicamente entre el aeropuerto de Madrid Barajas y el recinto ferial IFEMA, una de las zonas de mayor actividad empresarial del nordeste de Madrid. Bien comunicado con el centro por carretera (A2 y M40) y metro, el Hotel Maydrit se convierte en la mejor elección para su estancia en la capital.Con transfer gratuito al aeropuerto 24hrs y piscine de verano",No hay link,Hotel Maydrit Airport,90 €,"4,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Transporte gratuito desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Frigorífico"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]","Calle Piragua, 1, 28042, Madrid",40.4514673,-3.5928865
"Completamente renovado en 2008, está situado a pocos metros de la carismática Plaza de España, este moderno hotel ofrece vistas panorámicas al histórico Palacio Real y a la famosa Casa de Campo madrileña.
Ubicado a pocos minutos de Gran Vía, Plaza Mayor, Puerta del Sol y los principales museos e instituciones culturales, como son El Museo del Prado, El Museo Nacional Centro de Arte Reina Sofía y el Museo de Arte Thyssen - Bornemisza.",,Meliá Madrid Princesa,212 €,"4,5","[""Punto de recarga de vehículos eléctricos"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Alquiler de bicicletas"",""Tronas disponibles"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Aire acondicionado"",""Chimenea"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""TV por cable o satélite"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Princesa, 27, 28008, Madrid",40.34699795,-3.8329738499999997
"La búsqueda del hotel de lujo ideal en Madrid no tiene por qué ser complicada. Bienvenido a The Westin Palace Madrid, una fantástica opción para viajeros como tú.
Al contar con muchos conocidos puntos de referencia en las inmediaciones, como Plaza de Santa Ana (0,5 km) y Plaza Mayor (1,0 km), los huéspedes de Madrid Westin tienen la oportunidad de visitar con facilidad algunas de las atracciones más populares de Madrid.",https://www.tripadvisor.es/Commerce?p=Marriott_BA&src=183959140&geo=190569&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=258366652&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZjk1hHCxDsLp31hEU3ThzU9YKRt0MdEa7iB9I6wHjOEc&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=3&inYear=2023&outMonth=3&outYear=2023&def_d=true&bapid=1&cs=14cf8e02ddb6872f8b2a84e3e191b5e44&ba_uid=fafbe97e-05e9-4549-acf5-20bf4d1a36a3,The Westin Palace Madrid,306 €,"4,5","[""Aparcamiento privado de pago cerca"",""Wifi"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Alquiler de bicicletas"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Albornoces"",""Aire acondicionado"",""Mesa de escritorio"",""Chimenea"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Plaza de las Cortes, 7, 28014, Madrid",40.4154544,-3.6958024
"El Hotel Auditorium Madrid - muy cerca del Aeropuerto de Barajas y de Ifema - dispone de 869 habitaciones exteriores divididas en 4 plantas, con 10 para discapacitados y 11 comunicadas. Todas sus habitaciones combinan el estilo vanguardista de todo el edificio con una decoración clásica. Para su confort: TV, Canal Digital+, Minibar, Caja fuerte gratuita, Secador de pelo, Espejo de aumento, Climatizador, Teléfono directo.Para su negocio: 3 tomas de teléfono, Corriente eléctrica 220V, Escritorio, Conector RJ45, Conexión gratuita a Internet, ADSL y Modem.Wifi gratuito en todo el hotelPara su seguridad: Cerradura electrónica, Detectores de humo.",,Madrid Marriott Auditorium Hotel & Conference Center,100 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Billares"",""Dardos"",""Tronas disponibles"",""Albornoces"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Cafetera/tetera"",""TV por cable o satélite"",""Ducha a ras de suelo""]","[""Habitaciones interconectadas disponibles"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Avenida de Aragón, 400, 28022, Madrid",40.4482608,-3.558704681884869
"Solicitar un transporte al aeropuerto, cobran los recepcionistas una comisión. Más rentable salir a la calle, alzar la mano y parar un taxi. Te ahorras sorpresas y tienes la seguridad de un transporte público.",,Pestana Plaza Mayor Madrid,181 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Canales de televisión infantiles"",""Tronas disponibles"",""Servicio de taxi"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Cafetera/tetera"",""TV por cable o satélite"",""Ducha a ras de suelo""]","[""Habitaciones insonorizadas"",""Habitaciones interconectadas disponibles"",""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Imperial, 8, 28012, Madrid",40.414841800000005,-3.707285090257539
"Bienvenido a Ibis Madrid Calle Alcala, tu segundo hogar en Madrid. Ibis Madrid Calle Alcala tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia de los alrededores, como Plaza de Toros de Las Ventas (3,2 km) y Palacio de Velázquez (3,4 km) hacen de Ibis Madrid Valentin Beato Hotel un magnífico sitio donde alojarse durante un viaje a Madrid.",No hay link,Ibis Madrid Calle Alcala,66 €,"4,0","[""Punto de recarga de vehículos eléctricos"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Canales de televisión infantiles"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Registro de entrada y salida exprés"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Valentín Beato, 20, 28037, Madrid",40.439261200000004,-3.626300870176993
"Hotel Liabeny es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente para familias, además de numerosos servicios diseñados para mejorar tu estancia.
Los puntos de referencia que hay por los alrededores, como Plaza de Santa Ana (0,5 km) y Sobrino de Botín (0,6 km) hacen de Hotel Liabeny un magnífico sitio donde alojarse en Madrid.",,Hotel Liabeny,190 €,"4,5","[""Punto de recarga de vehículos eléctricos"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Pub/DJ"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones interconectadas disponibles"",""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de la Salud, 3, 28013, Madrid",40.4187423,-3.7039628
"Este emblemático Hotel de la Gran Vía Madrileña está estratégicamente situado en pleno centro de la ciudad, a pocos metros de la Plaza de Cibeles y de la Puerta del Sol. Sus dos edificios, de gran valor arquitectónico, son de principios del siglo XX, y se encuentran también muy próximos al Museo del Prado y a la Galería Thyssen lo que permite disfrutar al máximo de la oferta cultural de Madrid. Además, el hotel ofrece a todos sus huéspedes un fantástico restaurante denominado “Bloved”, el Gastro Bar ""nnueve 9 Madrid"" y 4 salones para celebrar todo tipo de eventos, además de algunos servicios gratuitos como la conexión Wi-Fi de alta velocidad, internet corner, Spa & Fitness y terraza en la sexta planta con zona de aguas climatizada y vistas a la Gran Vía.",No hay link,Catalonia Gran Vía Madrid,150 €,"4,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Guardería"",""Se admiten mascotas"",""Servicio de taxi"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Gran Vía, 7-9, 28013, Madrid",40.47083205,-3.871344282431271
